N,P,K,ph,temperature,humidity,rainfall
23.0,75.0,17.0,7.1980762,24.874254,64.00214,48.281376
32.0,78.0,22.0,7.0070376,23.970814,62.355576,53.40906
19.0,79.0,19.0,6.677263,20.06004,67.76253,42.895092
22.0,60.0,18.0,6.7439804,19.59221,61.286335,41.77049
28.0,69.0,16.0,6.547362,29.77013,66.293274,35.696743
1.0,67.0,21.0,6.5515776,27.521353,60.536575,48.064915
12.0,67.0,23.0,6.58502,25.628962,63.149097,45.49684
36.0,67.0,20.0,6.924042,20.390783,60.47529,53.315086
28.0,70.0,21.0,7.4373736,25.390385,60.498966,39.183746
12.0,71.0,19.0,7.142611,24.910797,60.713673,42.197403
22.0,68.0,16.0,7.7467237,27.704967,63.209152,37.46161
26.0,66.0,22.0,6.3004794,18.064861,65.10343,51.54923
16.0,65.0,16.0,6.078724,18.130278,62.458515,50.612854
14.0,59.0,22.0,6.766607,23.827236,67.898155,46.90725
33.0,59.0,19.0,7.641024,23.193054,62.74711,49.55213
21.0,63.0,17.0,6.559682,25.08966,68.17543,41.454865
0.0,69.0,21.0,7.072923,25.869282,61.88321,36.682842
10.0,75.0,17.0,7.732195,18.439661,68.05395,39.009922
30.0,61.0,18.0,6.1577826,27.14911,67.02664,52.508125
0.0,74.0,17.0,7.2409883,23.33376,64.50516,47.015106
35.0,74.0,22.0,6.8989058,26.723001,62.96842,42.87275
7.0,63.0,24.0,6.8186812,19.557508,64.45268,53.046696
9.0,56.0,17.0,6.261938,26.137083,66.77292,46.482807
14.0,74.0,15.0,6.4930367,27.999903,65.57653,49.94043
14.0,76.0,20.0,7.0424747,29.059412,62.106525,36.501137
36.0,65.0,16.0,7.6920137,25.712698,64.112335,50.170677
28.0,67.0,21.0,6.250994,21.797926,63.73086,46.623703
28.0,79.0,16.0,6.052185,24.706264,60.268543,53.124428
40.0,61.0,22.0,7.002216,20.949818,65.810875,44.239132
10.0,70.0,19.0,7.2724276,24.849184,68.98088,41.610806
12.0,80.0,19.0,5.9620013,21.91041,65.21662,36.10211
37.0,77.0,20.0,7.080506,25.933819,68.70533,51.023727
0.0,67.0,22.0,6.593798,29.821121,69.40732,51.56461
7.0,73.0,25.0,7.288057,27.521856,63.132153,45.208412
10.0,56.0,18.0,7.32711,27.996279,68.64286,46.10585
39.0,70.0,15.0,6.366356,20.767748,63.90164,47.927155
26.0,56.0,22.0,7.0111213,23.052765,60.424786,52.60285
9.0,77.0,17.0,6.2807255,21.658459,63.58337,38.076595
4.0,59.0,19.0,7.621495,26.250704,67.6278,40.81063
34.0,73.0,15.0,7.630424,20.971952,63.8318,53.102077
33.0,77.0,15.0,7.802212,23.897364,66.32102,40.74537
2.0,24.0,38.0,5.9229355,24.559816,91.63536,111.96846
6.0,18.0,37.0,5.9376497,19.6569,89.93701,108.04589
8.0,26.0,36.0,6.804781,18.783596,87.40247,102.51848
37.0,18.0,39.0,6.4246707,24.146963,94.51106,110.23167
0.0,27.0,38.0,6.738016,22.445812,89.901474,109.3906
31.0,25.0,38.0,6.497367,24.962732,92.405014,109.416916
21.0,21.0,38.0,6.327674,22.552607,89.32595,104.89556
6.0,30.0,40.0,6.3613744,22.770355,91.45499,106.96592
25.0,27.0,41.0,6.9235096,19.200903,94.276596,108.04236
15.0,11.0,38.0,6.630646,23.128082,92.68328,109.39301
14.0,5.0,36.0,5.8325257,24.926392,85.19098,104.76938
16.0,10.0,41.0,6.738994,24.774645,85.636086,105.75958
36.0,7.0,37.0,5.7824354,19.867119,86.3559,108.31689
4.0,20.0,41.0,6.5370426,24.266014,93.79741,104.53751
29.0,22.0,40.0,6.1451044,23.626001,89.732666,107.683685
16.0,15.0,42.0,6.8907843,19.67832,89.089355,108.54686
18.0,27.0,41.0,7.1753445,22.365093,92.30882,104.82163
11.0,18.0,42.0,5.9385285,21.579369,94.882675,102.85934
5.0,15.0,38.0,5.7093806,18.262333,88.16779,108.075676
18.0,23.0,44.0,6.1844,23.710281,89.61794,105.649994
9.0,8.0,40.0,6.5535097,22.487202,89.922485,111.663155
40.0,27.0,45.0,5.885638,21.66025,94.793976,112.43497
22.0,23.0,44.0,6.1438746,20.130371,89.31505,107.34169
9.0,16.0,39.0,6.101199,18.411644,91.11927,105.183495
12.0,29.0,40.0,6.594037,19.68291,89.75273,111.28185
0.0,17.0,42.0,6.859841,23.202425,91.19443,109.094635
2.0,21.0,44.0,6.568934,18.921572,87.312904,102.80133
28.0,6.0,40.0,6.7698555,22.106215,91.34039,106.87048
8.0,23.0,44.0,7.130838,18.474125,89.68919,108.47585
29.0,16.0,36.0,5.740338,19.810694,88.92944,102.860085
17.0,18.0,43.0,5.8430057,24.488085,90.836876,103.19694
34.0,21.0,42.0,6.6486874,18.759277,89.93458,111.01968
21.0,23.0,42.0,6.902751,19.54128,90.297516,104.373985
25.0,17.0,40.0,6.6080236,18.912512,87.74938,111.28005
8.0,25.0,36.0,6.828522,19.913305,94.95032,104.0277
26.0,18.0,42.0,6.910375,19.726206,89.649345,108.22873
4.0,19.0,42.0,6.3066053,23.83186,87.84035,111.223274
36.0,24.0,41.0,7.0091805,24.944675,94.25703,103.87994
5.0,24.0,40.0,6.2979074,24.692259,93.8703,104.673546
19.0,17.0,39.0,6.728599,24.724855,85.56083,111.278755
39.0,30.0,38.0,6.9651566,20.12645,87.5963,108.06558
5.0,29.0,44.0,5.578096,21.02433,93.05695,104.7847
4.0,24.0,43.0,7.1995044,22.404236,88.15083,109.86952
38.0,21.0,35.0,5.8413672,20.336912,89.380035,110.96532
37.0,11.0,36.0,6.710143,24.247797,85.56033,106.9216
9.0,25.0,41.0,5.972715,24.815302,91.90843,109.28534
29.0,22.0,43.0,5.561852,19.663298,87.951584,106.03808
5.0,21.0,38.0,6.1070547,22.43378,90.33965,112.459694
22.0,26.0,38.0,6.988035,22.920523,85.12912,110.24378
4.0,18.0,37.0,7.1314745,22.918432,85.40695,106.28177
21.0,6.0,41.0,7.086948,24.882444,89.396866,107.19517
29.0,21.0,45.0,6.7492604,23.409815,93.13277,105.224075
23.0,5.0,44.0,7.163005,21.207254,94.26305,107.56608
13.0,7.0,43.0,7.0134816,18.202305,91.12282,109.6624
5.0,13.0,37.0,5.6482434,22.343758,89.78703,103.318306
27.0,24.0,41.0,6.610251,24.327702,90.88293,110.46065
7.0,23.0,35.0,7.0543137,19.750885,88.71691,102.5538
12.0,20.0,39.0,6.0269995,19.861736,86.19741,111.02179
4.0,19.0,43.0,5.7794275,18.07133,93.145546,106.3602
3.0,9.0,45.0,6.5352445,23.891626,89.6185,104.61752
1.0,27.0,36.0,5.684995,23.985987,93.34237,104.99128
23.0,30.0,44.0,6.124761,20.938929,85.42913,103.029594
24.0,21.0,42.0,6.9990144,20.822107,87.22816,109.44299
13.0,30.0,37.0,6.2771487,20.86475,91.617935,106.86856
40.0,11.0,44.0,6.322396,24.4584,86.10875,111.37797
21.0,9.0,40.0,5.956402,24.511477,90.64499,105.620995
3.0,27.0,44.0,6.591303,24.568111,92.03009,110.96339
40.0,29.0,42.0,7.104095,24.632288,89.01575,110.69562
14.0,25.0,40.0,6.407872,20.073866,90.978195,103.708405
38.0,14.0,37.0,6.6584024,21.805231,94.63613,102.64889
34.0,9.0,36.0,6.276039,22.812265,86.34234,110.44323
32.0,14.0,37.0,6.8252563,22.730312,88.48568,104.684326
18.0,21.0,35.0,6.3685603,23.280123,94.943306,111.13821
8.0,23.0,38.0,7.0054107,19.301064,87.17752,105.47666
15.0,6.0,41.0,6.8973684,19.008707,88.837685,108.6794
0.0,5.0,36.0,6.1529064,24.351938,90.88612,105.52918
22.0,9.0,44.0,5.7443614,24.722355,88.87651,112.19265
14.0,8.0,43.0,7.051655,21.92514,94.46485,111.7162
31.0,11.0,45.0,6.034613,24.839544,86.88738,107.64358
39.0,17.0,45.0,6.924491,18.09691,90.421776,104.88189
10.0,5.0,42.0,6.887006,20.241049,91.08707,109.25378
8.0,28.0,38.0,6.844402,23.22594,94.42971,105.69179
32.0,13.0,42.0,5.786058,23.501282,92.97527,106.61905
18.0,9.0,40.0,5.6271863,19.44623,89.02127,106.16068
20.0,27.0,41.0,5.7000885,20.513435,92.51676,110.5764
39.0,25.0,36.0,5.5678053,18.902231,94.99898,107.61032
20.0,7.0,45.0,6.077886,18.905924,89.241264,112.4751
11.0,10.0,45.0,6.3979955,22.630451,88.45577,109.03576
40.0,18.0,43.0,5.7673726,19.386038,86.79059,109.9131
3.0,26.0,39.0,7.079973,24.38319,91.19431,103.60121
9.0,16.0,36.0,5.8933325,23.77989,92.93387,106.97772
30.0,20.0,38.0,7.058223,22.598902,93.16344,110.09329
40.0,9.0,41.0,5.7827067,24.377668,85.40171,106.12834
40.0,30.0,35.0,6.269664,20.892733,91.07777,104.44071
32.0,25.0,35.0,5.892914,18.099031,85.70786,107.0051
33.0,23.0,45.0,7.116539,20.00219,85.83618,112.33704
4.0,14.0,41.0,6.4301634,19.851393,89.80732,102.818634
13.0,17.0,45.0,7.159521,21.254335,92.65059,106.278465
39.0,24.0,39.0,6.431266,23.653742,93.32658,109.80762
8.0,28.0,37.0,6.0825715,23.884048,86.20614,108.31218
91.0,94.0,46.0,6.149934,29.367924,76.249,92.82841
105.0,95.0,50.0,5.8490763,27.33369,83.67675,101.04948
108.0,92.0,53.0,6.2768,27.400536,82.96221,104.9378
86.0,76.0,54.0,5.9268246,29.315908,80.11586,90.10978
80.0,77.0,49.0,5.5190883,26.05433,79.396545,113.22974
93.0,94.0,53.0,6.079179,25.866323,84.42379,114.53575
90.0,92.0,55.0,6.134656,27.009321,80.18547,97.32532
108.0,89.0,53.0,5.8084974,29.550549,78.06763,99.344826
108.0,88.0,55.0,5.891458,26.28846,83.39004,113.87298
105.0,77.0,52.0,5.8166223,29.162266,76.161514,100.00757
118.0,88.0,52.0,5.843163,28.65004,82.68752,98.75085
101.0,87.0,54.0,6.3767567,29.07311,76.50045,100.169266
95.0,75.0,50.0,5.6236157,28.081661,75.2643,118.27619
106.0,85.0,53.0,5.9150553,27.19946,78.80861,99.72431
86.0,95.0,49.0,6.458715,28.054842,78.04603,108.39572
83.0,79.0,55.0,5.5650287,25.14748,83.346886,98.666794
85.0,95.0,47.0,6.211833,25.94019,78.34221,119.84797
109.0,79.0,45.0,6.4900746,27.667528,79.685425,108.66464
100.0,76.0,45.0,5.590236,25.56703,75.940674,102.78677
117.0,86.0,48.0,6.2252254,28.69562,82.54196,116.16168
114.0,94.0,53.0,6.1907573,26.33545,76.8532,118.68583
110.0,78.0,50.0,5.915569,25.937302,78.89864,98.217476
94.0,70.0,48.0,6.1951523,25.136866,84.88394,91.464424
80.0,71.0,47.0,6.1563735,27.505276,80.79784,105.0777
114.0,79.0,51.0,6.313197,26.210093,82.34429,112.07
88.0,78.0,45.0,6.3242702,29.104034,79.195885,92.078354
112.0,73.0,48.0,5.707489,29.244064,77.320175,90.66728
117.0,76.0,47.0,6.119216,25.562021,77.38229,93.10247
111.0,87.0,48.0,5.571401,26.398552,81.36029,98.16752
89.0,83.0,47.0,5.631272,28.095776,77.79587,109.54086
93.0,91.0,47.0,6.1012416,27.84768,83.311104,117.28789
92.0,81.0,52.0,6.438137,27.393415,81.465485,94.31102
105.0,74.0,45.0,6.098369,25.145176,81.38204,119.218155
102.0,71.0,48.0,5.6952677,28.654562,79.286934,102.46338
94.0,91.0,51.0,5.6180944,29.160934,76.67484,109.57594
116.0,71.0,47.0,6.435786,27.57278,82.06389,91.342766
117.0,79.0,49.0,6.1766443,25.4091,82.36208,112.97948
119.0,72.0,55.0,6.2206435,25.990696,83.33983,112.07771
99.0,73.0,53.0,5.871702,26.29039,81.060036,118.673035
91.0,84.0,52.0,6.390742,29.148272,78.71025,117.53678
80.0,90.0,47.0,6.210845,26.597435,79.358986,107.39447
101.0,70.0,48.0,6.0126967,25.360592,75.03193,116.55315
108.0,89.0,53.0,5.90877,29.120369,80.18081,112.39821
100.0,80.0,52.0,6.049802,27.539114,77.2563,110.32621
109.0,91.0,53.0,6.010096,29.667273,83.51014,110.251114
82.0,78.0,46.0,5.738679,25.058022,84.973236,110.44088
106.0,70.0,55.0,5.7405553,25.868248,78.524,116.301956
90.0,86.0,52.0,5.79326,25.85037,81.9558,119.08562
83.0,95.0,50.0,5.5094705,26.516823,77.79913,108.85475
119.0,90.0,48.0,5.986442,28.667252,79.59242,118.25835
107.0,72.0,45.0,5.790768,28.14939,81.54449,91.40508
116.0,81.0,55.0,5.9155464,26.423134,83.6995,95.12322
101.0,75.0,50.0,6.2425284,26.593864,81.4074,109.98255
93.0,81.0,50.0,6.0360794,27.718225,76.57853,102.209984
95.0,75.0,45.0,5.8298984,28.983334,82.95958,109.02257
107.0,71.0,55.0,6.0880647,29.42018,83.967545,117.22908
83.0,94.0,47.0,6.469371,27.398724,81.10523,112.13554
102.0,73.0,54.0,5.720727,26.402023,84.41007,111.01623
86.0,79.0,45.0,5.8076644,27.812515,82.692856,99.20962
117.0,86.0,53.0,5.7033815,25.196402,83.5583,115.858604
111.0,79.0,53.0,6.1650014,28.311934,75.773636,119.69576
95.0,74.0,50.0,6.0024815,25.90113,80.47153,110.10323
91.0,75.0,55.0,6.2123694,27.48613,76.1124,109.276886
93.0,83.0,46.0,5.765309,29.38254,83.504234,109.248665
92.0,85.0,51.0,5.7407646,29.221186,81.08183,108.86165
104.0,80.0,54.0,5.8791194,27.090622,81.33507,110.13312
103.0,72.0,51.0,6.0994787,26.126434,81.81365,104.481285
92.0,75.0,45.0,5.674403,29.012077,77.95193,90.43495
93.0,85.0,49.0,5.694244,27.96799,79.286255,119.476555
120.0,87.0,52.0,5.9054947,28.076445,76.05522,118.992355
108.0,72.0,46.0,6.1108446,25.162783,84.97849,90.94555
105.0,88.0,54.0,6.0204453,25.787498,84.51194,114.20055
98.0,79.0,50.0,6.4359174,25.341198,84.47321,91.06493
111.0,88.0,55.0,5.505394,29.447954,78.34972,96.450424
97.0,74.0,45.0,5.67772,26.475225,78.51834,113.11611
95.0,82.0,48.0,5.719015,27.394896,83.31172,92.781334
89.0,91.0,55.0,6.2755723,25.083475,80.261734,94.32961
89.0,85.0,55.0,6.2753844,26.671984,76.48542,91.73359
118.0,88.0,51.0,6.2019114,25.449263,79.49222,100.66192
101.0,92.0,45.0,5.7580543,28.227768,80.643036,98.00403
99.0,92.0,47.0,6.3239336,28.12795,77.48247,103.50454
82.0,77.0,46.0,5.9011006,28.947046,82.188896,95.83016
90.0,86.0,55.0,5.6444864,27.962368,84.15404,97.55987
95.0,88.0,52.0,6.2354617,28.00316,78.90086,94.6818
104.0,73.0,46.0,6.2823625,29.140093,80.119026,90.45143
102.0,73.0,52.0,6.356091,27.91221,83.363075,90.24212
100.0,74.0,52.0,5.8372583,25.434805,81.53978,96.478004
94.0,89.0,48.0,5.653438,28.55981,84.51602,111.084305
99.0,70.0,46.0,5.72747,26.595808,82.99557,100.51234
112.0,87.0,48.0,6.200111,27.197117,77.397064,99.469505
117.0,82.0,45.0,5.6144714,25.293915,79.29122,105.42203
96.0,86.0,51.0,6.25737,29.908886,76.98741,91.99965
113.0,85.0,45.0,6.037431,27.949724,76.63713,109.09216
105.0,93.0,46.0,5.7604575,25.010185,78.76261,108.36905
85.0,89.0,51.0,6.1581645,29.211449,84.7019,108.55015
108.0,94.0,47.0,6.387431,27.359116,84.54625,90.81251
92.0,81.0,52.0,5.8914137,28.010681,76.52808,103.70408
110.0,71.0,54.0,5.725419,28.672089,82.20794,94.379875
82.0,75.0,55.0,6.2810693,27.345852,78.48738,92.15524
117.0,81.0,53.0,5.507642,29.507046,78.20586,98.125656
2.0,40.0,27.0,5.9546266,29.7377,47.54885,90.09587
39.0,24.0,31.0,4.757115,33.556957,53.729797,98.67528
21.0,26.0,27.0,5.699587,27.003155,47.675255,95.85118
25.0,22.0,25.0,5.9774137,33.5615,45.535564,95.70526
0.0,21.0,32.0,6.4301395,35.898556,54.259644,92.19722
20.0,19.0,35.0,6.113935,34.177197,50.621616,98.00688
19.0,21.0,34.0,5.0742726,30.015926,53.192123,97.72843
18.0,17.0,31.0,5.6675076,31.745922,45.161278,93.75442
11.0,36.0,33.0,5.9786344,35.990097,52.227806,95.371346
30.0,28.0,30.0,5.0646133,31.866413,52.193317,98.46769
18.0,19.0,27.0,4.772386,27.755186,52.346058,94.11214
23.0,23.0,27.0,5.1611485,34.724133,51.427177,97.312584
37.0,30.0,34.0,6.797779,27.539076,53.635494,99.35408
11.0,27.0,30.0,6.394743,27.696377,48.56225,89.85647
12.0,19.0,31.0,5.5667043,27.253735,52.663197,91.87312
3.0,28.0,33.0,5.75505,30.337238,48.887047,94.428505
37.0,38.0,32.0,5.4173408,31.857449,45.531063,91.55846
26.0,37.0,30.0,6.166174,35.399864,49.459625,97.41054
14.0,18.0,30.0,5.191265,29.807472,52.137978,95.74606
40.0,16.0,35.0,4.9547396,34.16439,54.16482,98.33351
4.0,20.0,25.0,5.664587,28.932701,47.94054,99.98342
36.0,25.0,33.0,5.548585,27.983929,53.33019,99.614655
30.0,17.0,31.0,6.804437,31.204782,54.499603,94.62955
28.0,37.0,28.0,6.09787,32.134098,50.525593,98.63334
38.0,15.0,30.0,5.0755043,28.918621,48.139744,97.01331
12.0,37.0,30.0,4.546466,31.097792,47.41197,90.28625
38.0,19.0,31.0,5.855119,34.73824,49.088642,90.65022
8.0,33.0,29.0,6.4423933,29.980804,49.486134,91.822716
15.0,27.0,28.0,4.5075235,33.803986,46.128662,90.82549
34.0,16.0,25.0,6.1072955,30.072025,50.960403,92.0961
11.0,36.0,31.0,6.475449,27.920633,51.77966,100.25857
33.0,29.0,34.0,6.8329797,31.409489,49.217293,92.99739
12.0,31.0,26.0,5.3952756,35.787773,51.941902,100.216064
12.0,34.0,28.0,6.135269,33.3614,45.022366,98.81596
5.0,16.0,31.0,4.5556884,35.960545,48.696777,98.00644
1.0,30.0,29.0,6.434198,28.333334,51.395866,91.67242
16.0,35.0,31.0,5.316876,32.27652,50.193687,95.99487
35.0,18.0,26.0,5.279389,31.994905,50.848812,97.38741
4.0,40.0,26.0,6.7200418,27.58259,48.56916,95.84457
9.0,29.0,34.0,5.7274227,29.384716,45.887447,100.81247
2.0,38.0,33.0,4.691396,32.386974,53.232822,90.21633
26.0,32.0,32.0,6.810186,30.914715,49.929638,90.14048
34.0,38.0,31.0,6.4540453,35.377754,45.5811,97.41586
5.0,32.0,33.0,5.842764,32.323624,52.589676,93.36719
31.0,29.0,26.0,5.0241246,28.223734,47.40519,97.768326
34.0,34.0,35.0,6.4227104,27.274332,47.16808,95.257996
36.0,19.0,32.0,4.9429502,27.10711,50.70881,92.37239
7.0,17.0,26.0,6.4145265,34.892265,48.756134,91.630745
38.0,15.0,27.0,6.777788,33.74627,48.503876,92.26439
5.0,19.0,25.0,6.441328,27.351105,54.439453,96.27792
37.0,36.0,26.0,4.650536,32.893,52.61324,94.491615
21.0,31.0,32.0,5.2545323,35.385986,51.426643,90.29644
37.0,36.0,27.0,5.9106345,27.552973,47.908592,90.40333
23.0,23.0,30.0,4.755274,32.82141,47.45554,90.89173
36.0,26.0,26.0,6.81463,30.172941,51.08459,95.23444
24.0,33.0,35.0,5.342866,29.26383,54.82258,100.75862
26.0,18.0,30.0,6.3362346,32.06097,51.08494,96.59817
22.0,17.0,26.0,4.754435,28.698181,47.718758,99.642456
11.0,34.0,32.0,6.831707,29.14305,49.409832,97.55155
29.0,35.0,28.0,6.9674177,28.34716,53.539032,90.4026
22.0,28.0,26.0,4.947683,27.672562,45.41692,92.849915
23.0,24.0,32.0,5.63062,28.121809,46.168884,93.302475
1.0,35.0,34.0,6.2733984,30.793756,46.69537,92.21319
2.0,24.0,34.0,6.4727745,28.894094,54.807503,94.76323
39.0,37.0,25.0,6.9532466,33.33025,45.611435,98.28583
15.0,36.0,27.0,5.64371,27.789125,53.96887,91.01153
3.0,18.0,31.0,6.392314,31.653334,48.206627,91.09746
8.0,38.0,32.0,4.9818163,29.751507,46.737232,91.40598
33.0,31.0,34.0,5.421265,31.329956,50.222878,89.78216
14.0,29.0,32.0,6.94252,35.636272,48.970478,97.51952
18.0,20.0,26.0,5.4358406,31.665247,51.985947,89.98024
9.0,21.0,32.0,5.870116,32.269352,53.56093,95.94035
20.0,30.0,27.0,4.749104,27.810057,51.594456,95.89899
9.0,38.0,25.0,5.4979467,34.585613,50.340355,100.30607
26.0,24.0,34.0,6.811291,31.27181,52.238102,89.74409
31.0,36.0,29.0,6.4605427,33.9368,52.721703,97.46119
14.0,18.0,35.0,4.7911468,31.091543,47.020584,91.466644
40.0,16.0,35.0,6.4841523,31.893562,49.0245,89.59371
28.0,27.0,34.0,6.5266542,32.454655,50.696938,95.04871
0.0,17.0,30.0,6.279134,35.474785,47.972305,97.790726
1.0,29.0,29.0,6.0520263,27.329615,49.30347,93.531975
2.0,36.0,31.0,5.7317195,30.902252,49.959557,91.77522
12.0,27.0,26.0,5.323072,29.093822,45.566105,96.2352
7.0,28.0,35.0,4.6691084,30.020863,46.78394,96.63721
0.0,36.0,26.0,5.1012063,34.130722,51.257862,96.38808
26.0,35.0,31.0,5.3395567,33.446198,53.059803,98.050896
27.0,21.0,30.0,5.061082,35.39155,52.48823,91.22881
22.0,38.0,31.0,5.821106,31.533564,53.060093,98.57025
22.0,18.0,31.0,5.956027,30.764551,47.937916,90.38503
28.0,23.0,28.0,5.6760325,30.018213,50.09832,96.08745
7.0,31.0,27.0,6.524114,31.328636,47.593197,94.67345
29.0,34.0,26.0,6.2739534,33.880047,54.39416,89.29147
8.0,37.0,33.0,6.1281676,28.078028,54.964054,97.453735
39.0,16.0,27.0,4.9349647,35.53845,52.94642,91.5456
40.0,24.0,25.0,5.4450083,28.705952,50.4403,95.894646
19.0,38.0,26.0,4.5257225,31.484518,48.779263,93.17222
21.0,21.0,30.0,5.4039083,27.698193,51.41593,100.77207
22.0,18.0,33.0,6.6216235,30.412357,52.481007,93.92376
31.0,20.0,30.0,6.2074957,32.17752,54.013527,91.88766
18.0,26.0,31.0,5.418475,32.611263,47.749165,91.101906
24.0,130.0,195.0,6.1123056,29.996773,81.541565,67.12534
13.0,140.0,204.0,6.092242,30.72804,82.42614,68.381355
22.0,123.0,205.0,5.896343,32.445778,83.88505,68.73933
36.0,125.0,196.0,6.155261,37.465668,80.65968,66.83872
24.0,131.0,196.0,5.732454,22.03296,83.74373,65.344406
2.0,123.0,198.0,6.2530346,39.648518,82.2108,70.39906
35.0,140.0,197.0,6.1061907,16.775574,82.75242,66.762856
11.0,122.0,195.0,5.6472025,12.141907,83.56812,69.63122
6.0,123.0,203.0,6.1303105,12.756796,81.62498,66.77844
17.0,134.0,204.0,6.4996047,39.040718,80.18393,73.884674
25.0,130.0,197.0,5.554832,39.70772,82.685936,74.91506
27.0,140.0,205.0,5.800243,9.46796,82.29336,66.02765
9.0,122.0,201.0,5.5702906,29.587484,80.91934,68.06417
16.0,139.0,203.0,6.275641,17.828037,80.96094,65.84749
32.0,140.0,204.0,5.5366454,8.825675,82.89754,67.23576
22.0,138.0,195.0,6.208197,27.834871,83.51445,73.028824
31.0,140.0,202.0,5.8706007,11.021053,80.55557,68.23963
3.0,136.0,205.0,6.3347716,17.586294,80.84807,71.40655
28.0,122.0,197.0,5.8565755,19.893639,82.733665,69.66257
4.0,136.0,204.0,5.8989444,29.937077,81.77714,65.5228
39.0,140.0,201.0,5.7756004,36.731266,80.58932,72.24231
38.0,132.0,197.0,5.931102,20.420948,81.54185,66.93066
36.0,133.0,198.0,6.2286453,25.519398,83.98352,69.17281
25.0,121.0,201.0,5.5942407,30.507347,82.71776,70.082
15.0,125.0,199.0,5.5692306,18.426994,80.55626,69.75734
24.0,140.0,205.0,5.9320283,12.087022,83.59399,68.66814
13.0,132.0,203.0,6.4232163,23.601154,82.48337,73.23902
5.0,126.0,197.0,6.417501,12.800004,81.20876,67.10439
30.0,120.0,200.0,6.2349043,38.060993,82.2473,65.701485
23.0,140.0,197.0,6.0005736,39.065556,82.03813,69.30773
26.0,135.0,203.0,5.685103,33.78373,81.16315,74.535576
7.0,126.0,203.0,5.66214,16.762016,82.00336,73.287125
32.0,139.0,198.0,6.3581867,35.893074,82.66851,66.53947
9.0,140.0,202.0,6.1194954,21.012453,81.17932,66.38448
20.0,140.0,196.0,6.2076006,10.898759,80.016396,68.69421
32.0,129.0,201.0,6.4875464,16.362518,83.004715,71.556656
3.0,134.0,199.0,5.8171773,20.2837,81.32236,71.06611
38.0,138.0,204.0,6.32548,25.111084,83.25448,73.01027
14.0,131.0,198.0,5.562791,33.464115,83.86743,67.92204
20.0,122.0,204.0,6.4873695,11.7976465,80.86325,65.069626
40.0,126.0,201.0,6.116983,11.3630085,80.031,71.18289
36.0,128.0,204.0,5.6957927,25.235424,80.687004,67.03841
11.0,132.0,197.0,5.734317,15.990507,81.23966,74.401985
0.0,137.0,195.0,6.3294997,22.435902,80.18612,65.397316
19.0,123.0,200.0,6.1670136,34.76086,81.035446,65.7043
31.0,136.0,197.0,5.653776,31.110472,83.34011,71.430016
4.0,134.0,200.0,5.840256,28.578287,80.95629,73.34232
39.0,139.0,201.0,5.539981,41.18665,81.01784,68.68896
8.0,127.0,196.0,5.833302,27.027662,83.17094,70.95666
39.0,138.0,203.0,6.3994336,21.193394,82.330986,74.62835
32.0,120.0,204.0,6.138959,10.380048,83.44518,67.39174
12.0,140.0,203.0,5.972851,31.311598,82.56407,65.010956
8.0,133.0,195.0,6.4560795,20.466578,80.97598,71.29814
8.0,139.0,199.0,6.3364267,29.369476,81.53996,66.13443
21.0,134.0,202.0,6.42542,10.723024,80.02131,65.29821
40.0,140.0,195.0,6.2943954,14.97847,80.4998,71.63438
39.0,127.0,202.0,6.477768,15.324665,81.67216,71.60103
19.0,120.0,195.0,5.9315386,18.739323,81.12109,73.55808
21.0,139.0,201.0,5.9805984,19.364256,83.36094,67.15095
17.0,136.0,195.0,6.3897834,41.207336,81.61051,65.902275
33.0,139.0,203.0,5.6932874,33.342144,82.510345,70.680984
22.0,133.0,201.0,6.002996,23.819958,80.122116,67.27399
32.0,130.0,196.0,6.3729596,40.660122,81.24996,74.030304
37.0,135.0,205.0,5.510925,11.827682,80.282715,74.10225
15.0,140.0,195.0,5.699453,13.285044,83.54194,65.80006
39.0,132.0,196.0,5.7785945,35.83089,83.3256,73.67985
40.0,121.0,199.0,6.315586,26.181597,81.038864,66.05912
40.0,132.0,202.0,5.971813,24.575584,80.706955,69.706116
29.0,140.0,203.0,5.891196,29.67229,83.71499,66.4849
32.0,121.0,199.0,6.1298127,39.371025,81.25354,74.08102
6.0,140.0,205.0,6.3130856,17.665585,82.92903,69.86713
8.0,120.0,196.0,6.053663,24.066793,82.66396,69.81856
34.0,133.0,202.0,5.804799,15.314135,80.097115,74.82145
35.0,135.0,199.0,6.4007196,21.774668,80.54942,69.3963
16.0,140.0,199.0,5.953966,26.916248,80.76839,69.30927
8.0,136.0,201.0,5.609256,41.65603,82.22118,74.19665
25.0,129.0,195.0,5.7772713,17.986677,81.177124,72.37128
16.0,130.0,201.0,5.6823955,29.120338,82.79093,68.8503
39.0,129.0,203.0,5.8639965,34.389225,83.18393,71.030014
38.0,135.0,203.0,6.444373,41.361065,82.79783,69.921074
33.0,120.0,205.0,5.5508323,35.121582,82.268906,69.71519
35.0,125.0,204.0,6.107742,19.649178,80.15216,73.6953
1.0,132.0,200.0,5.6207457,16.278528,82.9427,66.57463
39.0,140.0,203.0,6.349876,21.119036,80.633995,69.277794
28.0,140.0,202.0,6.484323,19.207771,82.90428,66.83114
6.0,128.0,200.0,5.8387485,25.963083,82.57813,70.317825
6.0,139.0,199.0,6.2909985,25.673851,81.621216,74.10919
29.0,122.0,196.0,5.6383286,41.948658,81.15595,73.06863
