N,P,K,ph,temperature,humidity,rainfall,N_P_ratio,N_K_ratio,P_K_ratio,soil_health_score,zinc_deficiency,iron_deficiency,boron_deficiency,multiple_deficiency,any_deficiency,temperature_stress,moisture_stress
33.0,29.0,34.0,6.8329797,31.409489,49.217293,92.99739,1.1,0.94285715,0.82857144,0.515,0,0,0,0,0,0,0
12.0,31.0,26.0,5.3952756,35.787773,51.941902,100.216064,0.375,0.44444445,1.1481482,0.378,0,0,0,1,1,1,0
12.0,34.0,28.0,6.135269,33.3614,45.022366,98.81596,0.34285715,0.41379312,1.1724138,0.513,0,0,0,0,0,0,0
5.0,16.0,31.0,4.5556884,35.960545,48.696777,98.00644,0.29411766,0.15625,0.5,0.212,0,0,0,1,1,1,0
1.0,30.0,29.0,6.434198,28.333334,51.395866,91.67242,0.032258064,0.033333335,1.0,0.475,0,0,0,0,0,0,0
16.0,35.0,31.0,5.316876,32.27652,50.193687,95.99487,0.44444445,0.5,1.09375,0.408,0,0,0,1,1,0,0
35.0,18.0,26.0,5.279389,31.994905,50.848812,97.38741,1.8421053,1.2962962,0.6666667,0.316,0,0,0,1,1,0,0
4.0,40.0,26.0,6.7200418,27.58259,48.56916,95.84457,0.09756097,0.14814815,1.4814814,0.538,0,0,0,0,0,0,0
9.0,29.0,34.0,5.7274227,29.384716,45.887447,100.81247,0.3,0.25714287,0.82857144,0.4,0,0,0,0,0,0,0
2.0,38.0,33.0,4.691396,32.386974,53.232822,90.21633,0.051282052,0.05882353,1.117647,0.36,0,0,0,1,1,0,0
26.0,32.0,32.0,6.810186,30.914715,49.929638,90.14048,0.7878788,0.7878788,0.969697,0.523,0,0,0,0,0,0,0
34.0,38.0,31.0,6.4540453,35.377754,45.5811,97.41586,0.8717949,1.0625,1.1875,0.569,0,0,0,0,0,1,0
5.0,32.0,33.0,5.842764,32.323624,52.589676,93.36719,0.15151516,0.14705883,0.9411765,0.422,0,0,0,0,0,0,0
31.0,29.0,26.0,5.0241246,28.223734,47.40519,97.768326,1.0333333,1.1481482,1.074074,0.359,0,0,0,1,1,0,0
34.0,34.0,35.0,6.4227104,27.274332,47.16808,95.257996,0.9714286,0.9444444,0.9444444,0.549,0,0,0,0,0,0,0
36.0,19.0,32.0,4.9429502,27.10711,50.70881,92.37239,1.8,1.0909091,0.57575756,0.303,0,0,0,1,1,0,0
7.0,17.0,26.0,6.4145265,34.892265,48.756134,91.630745,0.3888889,0.25925925,0.6296296,0.398,0,0,0,0,0,0,0
38.0,15.0,27.0,6.777788,33.74627,48.503876,92.26439,2.375,1.3571428,0.53571427,0.425,0,0,0,0,0,0,0
5.0,19.0,25.0,6.441328,27.351105,54.439453,96.27792,0.25,0.1923077,0.7307692,0.406,0,0,0,0,0,0,0
37.0,36.0,26.0,4.650536,32.893,52.61324,94.491615,1.0,1.3703704,1.3333334,0.379,0,0,0,1,1,0,0
21.0,31.0,32.0,5.2545323,35.385986,51.426643,90.29644,0.65625,0.6363636,0.93939394,0.385,0,0,0,1,1,1,0
37.0,36.0,27.0,5.9106345,27.552973,47.908592,90.40333,1.0,1.3214285,1.2857143,0.485,0,0,0,0,0,0,0
23.0,23.0,30.0,4.755274,32.82141,47.45554,90.89173,0.9583333,0.7419355,0.7419355,0.294,0,0,0,1,1,0,0
36.0,26.0,26.0,6.81463,30.172941,51.08459,95.23444,1.3333334,1.3333334,0.962963,0.49,0,0,0,0,0,0,0
24.0,33.0,35.0,5.342866,29.26383,54.82258,100.75862,0.7058824,0.6666667,0.9166667,0.413,0,0,0,1,1,0,0
26.0,18.0,30.0,6.3362346,32.06097,51.08494,96.59817,1.3684211,0.83870965,0.58064514,0.432,0,0,0,0,0,0,0
22.0,17.0,26.0,4.754435,28.698181,47.718758,99.642456,1.2222222,0.8148148,0.6296296,0.25,0,0,0,1,1,0,0
11.0,34.0,32.0,6.831707,29.14305,49.409832,97.55155,0.31428573,0.33333334,1.030303,0.516,0,0,0,0,0,0,0
29.0,35.0,28.0,6.9674177,28.34716,53.539032,90.4026,0.8055556,1.0,1.2068965,0.54,0,0,0,0,0,0,0
22.0,28.0,26.0,4.947683,27.672562,45.41692,92.849915,0.7586207,0.8148148,1.037037,0.335,0,0,0,1,1,0,0
23.0,24.0,32.0,5.63062,28.121809,46.168884,93.302475,0.92,0.6969697,0.72727275,0.375,0,0,0,0,0,0,0
1.0,35.0,34.0,6.2733984,30.793756,46.69537,92.21319,0.027777778,0.028571429,1.0,0.512,0,0,0,0,0,0,0
2.0,24.0,34.0,6.4727745,28.894094,54.807503,94.76323,0.08,0.057142857,0.6857143,0.445,0,0,0,0,0,0,0
39.0,37.0,25.0,6.9532466,33.33025,45.611435,98.28583,1.0263158,1.5,1.4230769,0.561,0,0,0,0,0,0,0
15.0,36.0,27.0,5.64371,27.789125,53.96887,91.01153,0.4054054,0.53571427,1.2857143,0.435,0,0,0,0,0,0,0
3.0,18.0,31.0,6.392314,31.653334,48.206627,91.09746,0.15789473,0.09375,0.5625,0.405,0,0,0,0,0,0,0
8.0,38.0,32.0,4.9818163,29.751507,46.737232,91.40598,0.20512821,0.24242425,1.1515151,0.39,0,0,0,1,1,0,0
33.0,31.0,34.0,5.421265,31.329956,50.222878,89.78216,1.03125,0.94285715,0.8857143,0.417,0,0,0,1,1,0,0
14.0,29.0,32.0,6.94252,35.636272,48.970478,97.51952,0.46666667,0.42424244,0.8787879,0.489,0,0,0,0,0,1,0
18.0,20.0,26.0,5.4358406,31.665247,51.985947,89.98024,0.85714287,0.6666667,0.7407407,0.32,0,0,0,1,1,0,0
9.0,21.0,32.0,5.870116,32.269352,53.56093,95.94035,0.4090909,0.27272728,0.6363636,0.359,0,0,0,0,0,0,0
20.0,30.0,27.0,4.749104,27.810057,51.594456,95.89899,0.6451613,0.71428573,1.0714285,0.33,0,0,0,1,1,0,0
9.0,38.0,25.0,5.4979467,34.585613,50.340355,100.30607,0.23076923,0.34615386,1.4615384,0.426,0,0,0,1,1,0,0
26.0,24.0,34.0,6.811291,31.27181,52.238102,89.74409,1.04,0.74285716,0.6857143,0.475,0,0,0,0,0,0,0
31.0,36.0,29.0,6.4605427,33.9368,52.721703,97.46119,0.8378378,1.0333333,1.2,0.55,0,0,0,0,0,0,0
14.0,18.0,35.0,4.7911468,31.091543,47.020584,91.466644,0.7368421,0.3888889,0.5,0.261,0,0,0,1,1,0,0
40.0,16.0,35.0,6.4841523,31.893562,49.0245,89.59371,2.3529413,1.1111112,0.44444445,0.444,0,0,0,0,0,0,0
28.0,27.0,34.0,6.5266542,32.454655,50.696938,95.04871,1.0,0.8,0.7714286,0.496,0,0,0,0,0,0,0
0.0,17.0,30.0,6.279134,35.474785,47.972305,97.790726,0.0,0.0,0.5483871,0.394,0,0,0,0,0,1,0
1.0,29.0,29.0,6.0520263,27.329615,49.30347,93.531975,0.033333335,0.033333335,0.96666664,0.469,0,0,0,0,0,0,0
2.0,36.0,31.0,5.7317195,30.902252,49.959557,91.77522,0.054054055,0.0625,1.125,0.431,0,0,0,0,0,0,0
12.0,27.0,26.0,5.323072,29.093822,45.566105,96.2352,0.42857143,0.44444445,1.0,0.347,0,0,0,1,1,0,0
7.0,28.0,35.0,4.6691084,30.020863,46.78394,96.63721,0.2413793,0.19444445,0.7777778,0.304,0,0,0,1,1,0,0
0.0,36.0,26.0,5.1012063,34.130722,51.257862,96.38808,0.0,0.0,1.3333334,0.37,0,0,0,1,1,0,0
26.0,35.0,31.0,5.3395567,33.446198,53.059803,98.050896,0.7222222,0.8125,1.09375,0.422,0,0,0,1,1,0,0
27.0,21.0,30.0,5.061082,35.39155,52.48823,91.22881,1.2272727,0.87096775,0.67741936,0.312,0,0,0,1,1,1,0
22.0,38.0,31.0,5.821106,31.533564,53.060093,98.57025,0.5641026,0.6875,1.1875,0.476,0,0,0,0,0,0,0
22.0,18.0,31.0,5.956027,30.764551,47.937916,90.38503,1.1578947,0.6875,0.5625,0.363,0,0,0,0,0,0,0
28.0,23.0,28.0,5.6760325,30.018213,50.09832,96.08745,1.1666666,0.9655172,0.79310346,0.374,0,0,0,0,0,0,0
7.0,31.0,27.0,6.524114,31.328636,47.593197,94.67345,0.21875,0.25,1.1071428,0.486,0,0,0,0,0,0,0
29.0,34.0,26.0,6.2739534,33.880047,54.39416,89.29147,0.82857144,1.074074,1.2592592,0.531,0,0,0,0,0,0,0
8.0,37.0,33.0,6.1281676,28.078028,54.964054,97.453735,0.21052632,0.23529412,1.0882353,0.532,0,0,0,0,0,0,0
39.0,16.0,27.0,4.9349647,35.53845,52.94642,91.5456,2.2941177,1.3928572,0.5714286,0.281,0,0,0,1,1,1,0
40.0,24.0,25.0,5.4450083,28.705952,50.4403,95.894646,1.6,1.5384616,0.9230769,0.373,0,0,0,1,1,0,0
19.0,38.0,26.0,4.5257225,31.484518,48.779263,93.17222,0.4871795,0.7037037,1.4074074,0.358,0,0,0,1,1,0,0
21.0,21.0,30.0,5.4039083,27.698193,51.41593,100.77207,0.95454544,0.67741936,0.67741936,0.333,0,0,0,1,1,0,0
22.0,18.0,33.0,6.6216235,30.412357,52.481007,93.92376,1.1578947,0.64705884,0.5294118,0.431,0,0,0,0,0,0,0
31.0,20.0,30.0,6.2074957,32.17752,54.013527,91.88766,1.4761904,1.0,0.6451613,0.451,0,0,0,0,0,0,0
18.0,26.0,31.0,5.418475,32.611263,47.749165,91.101906,0.6666667,0.5625,0.8125,0.363,0,0,0,1,1,0,0
24.0,130.0,195.0,6.1123056,29.996773,81.541565,67.12534,0.18320611,0.12244898,0.6632653,0.774,0,0,0,0,0,0,0
13.0,140.0,204.0,6.092242,30.72804,82.42614,68.381355,0.09219858,0.06341463,0.68292683,0.766,0,0,0,0,0,0,0
22.0,123.0,205.0,5.896343,32.445778,83.88505,68.73933,0.17741935,0.106796116,0.5970874,0.706,0,0,0,0,0,0,0
36.0,125.0,196.0,6.155261,37.465668,80.65968,66.83872,0.2857143,0.18274112,0.6345178,0.79,0,0,0,0,0,1,0
24.0,131.0,196.0,5.732454,22.03296,83.74373,65.344406,0.18181819,0.12182741,0.66497463,0.69,0,0,0,0,0,0,0
2.0,123.0,198.0,6.2530346,39.648518,82.2108,70.39906,0.016129032,0.010050251,0.61809045,0.75,0,0,0,0,0,1,0
35.0,140.0,197.0,6.1061907,16.775574,82.75242,66.762856,0.24822696,0.17676768,0.7070707,0.79,0,0,0,0,0,0,0
11.0,122.0,195.0,5.6472025,12.141907,83.56812,69.63122,0.08943089,0.05612245,0.622449,0.666,0,0,0,0,0,1,0
6.0,123.0,203.0,6.1303105,12.756796,81.62498,66.77844,0.048387095,0.029411765,0.60294116,0.758,0,0,0,0,0,1,0
17.0,134.0,204.0,6.4996047,39.040718,80.18393,73.884674,0.12592593,0.08292683,0.6536585,0.771,0,0,0,0,0,1,0
25.0,130.0,197.0,5.554832,39.70772,82.685936,74.91506,0.1908397,0.12626262,0.65656567,0.678,0,0,0,0,0,1,0
27.0,140.0,205.0,5.800243,9.46796,82.29336,66.02765,0.19148937,0.13106796,0.6796116,0.705,0,0,0,0,0,1,0
9.0,122.0,201.0,5.5702906,29.587484,80.91934,68.06417,0.07317073,0.044554457,0.6039604,0.663,0,0,0,0,0,0,0
16.0,139.0,203.0,6.275641,17.828037,80.96094,65.84749,0.114285715,0.078431375,0.6813725,0.77,0,0,0,0,0,0,0
32.0,140.0,204.0,5.5366454,8.825675,82.89754,67.23576,0.22695035,0.15609756,0.68292683,0.689,0,0,0,0,0,1,0
22.0,138.0,195.0,6.208197,27.834871,83.51445,73.028824,0.15827338,0.1122449,0.70408165,0.771,0,0,0,0,0,0,0
31.0,140.0,202.0,5.8706007,11.021053,80.55557,68.23963,0.21985815,0.15270936,0.6896552,0.715,0,0,0,0,0,1,0
3.0,136.0,205.0,6.3347716,17.586294,80.84807,71.40655,0.02189781,0.014563107,0.66019416,0.754,0,0,0,0,0,0,0
28.0,122.0,197.0,5.8565755,19.893639,82.733665,69.66257,0.22764228,0.14141414,0.61616164,0.707,0,0,0,0,0,0,0
4.0,136.0,204.0,5.8989444,29.937077,81.77714,65.5228,0.02919708,0.019512195,0.66341466,0.684,0,0,0,0,0,0,0
39.0,140.0,201.0,5.7756004,36.731266,80.58932,72.24231,0.27659574,0.19306931,0.6930693,0.718,0,0,0,0,0,1,0
38.0,132.0,197.0,5.931102,20.420948,81.54185,66.93066,0.2857143,0.1919192,0.6666667,0.726,0,0,0,0,0,0,0
36.0,133.0,198.0,6.2286453,25.519398,83.98352,69.17281,0.26865673,0.18090452,0.6683417,0.792,0,0,0,0,0,0,0
25.0,121.0,201.0,5.5942407,30.507347,82.71776,70.082,0.20491803,0.12376238,0.5990099,0.685,0,0,0,0,0,0,0
15.0,125.0,199.0,5.5692306,18.426994,80.55626,69.75734,0.11904762,0.075,0.625,0.669,0,0,0,0,0,0,0
24.0,140.0,205.0,5.9320283,12.087022,83.59399,68.66814,0.17021276,0.116504855,0.6796116,0.712,0,0,0,0,0,1,0
13.0,132.0,203.0,6.4232163,23.601154,82.48337,73.23902,0.09774436,0.063725494,0.64705884,0.766,0,0,0,0,0,0,0
5.0,126.0,197.0,6.417501,12.800004,81.20876,67.10439,0.03937008,0.025252525,0.6363636,0.752,0,0,0,0,0,1,0
30.0,120.0,200.0,6.2349043,38.060993,82.2473,65.701485,0.24793388,0.14925373,0.5970149,0.788,0,0,0,0,0,1,0
23.0,140.0,197.0,6.0005736,39.065556,82.03813,69.30773,0.16312057,0.116161615,0.7070707,0.775,0,0,0,0,0,1,0
26.0,135.0,203.0,5.685103,33.78373,81.16315,74.535576,0.19117647,0.12745099,0.6617647,0.694,0,0,0,0,0,0,0
7.0,126.0,203.0,5.66214,16.762016,82.00336,73.287125,0.05511811,0.034313727,0.61764705,0.668,0,0,0,0,0,0,0
32.0,139.0,198.0,6.3581867,35.893074,82.66851,66.53947,0.22857143,0.16080402,0.69849247,0.788,0,0,0,0,0,1,0
9.0,140.0,202.0,6.1194954,21.012453,81.17932,66.38448,0.06382979,0.044334974,0.6896552,0.761,0,0,0,0,0,0,0
20.0,140.0,196.0,6.2076006,10.898759,80.016396,68.69421,0.14184397,0.10152284,0.7106599,0.77,0,0,0,0,0,1,0
32.0,129.0,201.0,6.4875464,16.362518,83.004715,71.556656,0.24615385,0.15841584,0.6386139,0.79,0,0,0,0,0,0,0
3.0,134.0,199.0,5.8171773,20.2837,81.32236,71.06611,0.022222223,0.015,0.67,0.675,0,0,0,0,0,0,0
38.0,138.0,204.0,6.32548,25.111084,83.25448,73.01027,0.2733813,0.18536586,0.67317075,0.798,0,0,0,0,0,0,0
14.0,131.0,198.0,5.562791,33.464115,83.86743,67.92204,0.10606061,0.07035176,0.65829146,0.666,0,0,0,0,0,0,0
20.0,122.0,204.0,6.4873695,11.7976465,80.86325,65.069626,0.16260162,0.09756097,0.595122,0.775,0,0,0,0,0,1,0
40.0,126.0,201.0,6.116983,11.3630085,80.031,71.18289,0.31496063,0.1980198,0.62376237,0.8,0,0,0,0,0,1,0
36.0,128.0,204.0,5.6957927,25.235424,80.687004,67.03841,0.27906978,0.17560975,0.62439024,0.707,0,0,0,0,0,0,0
11.0,132.0,197.0,5.734317,15.990507,81.23966,74.401985,0.082706764,0.055555556,0.6666667,0.675,0,0,0,0,0,0,0
0.0,137.0,195.0,6.3294997,22.435902,80.18612,65.397316,0.0,0.0,0.6989796,0.744,0,0,0,0,0,0,0
19.0,123.0,200.0,6.1670136,34.76086,81.035446,65.7043,0.15322581,0.094527364,0.6119403,0.774,0,0,0,0,0,0,0
31.0,136.0,197.0,5.653776,31.110472,83.34011,71.430016,0.22627737,0.15656565,0.68686867,0.694,0,0,0,0,0,0,0
4.0,134.0,200.0,5.840256,28.578287,80.95629,73.34232,0.02962963,0.019900497,0.6666667,0.679,0,0,0,0,0,0,0
39.0,139.0,201.0,5.539981,41.18665,81.01784,68.68896,0.27857143,0.19306931,0.6881188,0.698,0,0,0,0,0,1,0
8.0,127.0,196.0,5.833302,27.027662,83.17094,70.95666,0.0625,0.040609136,0.64467007,0.679,0,0,0,0,0,0,0
39.0,138.0,203.0,6.3994336,21.193394,82.330986,74.62835,0.28057554,0.19117647,0.6764706,0.799,0,0,0,0,0,0,0
32.0,120.0,204.0,6.138959,10.380048,83.44518,67.39174,0.2644628,0.15609756,0.58536583,0.79,0,0,0,0,0,1,0
12.0,140.0,203.0,5.972851,31.311598,82.56407,65.010956,0.08510638,0.05882353,0.6862745,0.7,0,0,0,0,0,0,0
8.0,133.0,195.0,6.4560795,20.466578,80.97598,71.29814,0.05970149,0.040816326,0.6785714,0.754,0,0,0,0,0,0,0
8.0,139.0,199.0,6.3364267,29.369476,81.53996,66.13443,0.057142857,0.04,0.695,0.759,0,0,0,0,0,0,0
21.0,134.0,202.0,6.42542,10.723024,80.02131,65.29821,0.15555556,0.10344828,0.6600985,0.776,0,0,0,0,0,1,0
40.0,140.0,195.0,6.2943954,14.97847,80.4998,71.63438,0.28368795,0.20408164,0.71428573,0.794,0,0,0,0,0,1,0
39.0,127.0,202.0,6.477768,15.324665,81.67216,71.60103,0.3046875,0.19211823,0.6256158,0.799,0,0,0,0,0,0,0
19.0,120.0,195.0,5.9315386,18.739323,81.12109,73.55808,0.1570248,0.096938774,0.6122449,0.699,0,0,0,0,0,0,0
21.0,139.0,201.0,5.9805984,19.364256,83.36094,67.15095,0.15,0.103960395,0.6881188,0.712,0,0,0,0,0,0,0
17.0,136.0,195.0,6.3897834,41.207336,81.61051,65.902275,0.124087594,0.0867347,0.6938776,0.765,0,0,0,0,0,1,0
33.0,139.0,203.0,5.6932874,33.342144,82.510345,70.680984,0.23571429,0.16176471,0.6813725,0.703,0,0,0,0,0,0,0
22.0,133.0,201.0,6.002996,23.819958,80.122116,67.27399,0.1641791,0.10891089,0.65841585,0.778,0,0,0,0,0,0,0
32.0,130.0,196.0,6.3729596,40.660122,81.24996,74.030304,0.24427481,0.16243654,0.65989846,0.785,0,0,0,0,0,1,0
37.0,135.0,205.0,5.510925,11.827682,80.282715,74.10225,0.2720588,0.17961165,0.6553398,0.693,0,0,0,0,0,1,0
15.0,140.0,195.0,5.699453,13.285044,83.54194,65.80006,0.10638298,0.07653061,0.71428573,0.675,0,0,0,0,0,1,0
39.0,132.0,196.0,5.7785945,35.83089,83.3256,73.67985,0.2932331,0.19796954,0.67005074,0.713,0,0,0,0,0,1,0
40.0,121.0,199.0,6.315586,26.181597,81.038864,66.05912,0.32786885,0.2,0.605,0.799,0,0,0,0,0,0,0
40.0,132.0,202.0,5.971813,24.575584,80.706955,69.706116,0.30075186,0.19704433,0.6502463,0.735,0,0,0,0,0,0,0
29.0,140.0,203.0,5.891196,29.67229,83.71499,66.4849,0.20567375,0.14215687,0.6862745,0.715,0,0,0,0,0,0,0
32.0,121.0,199.0,6.1298127,39.371025,81.25354,74.08102,0.26229507,0.16,0.605,0.789,0,0,0,0,0,1,0
6.0,140.0,205.0,6.3130856,17.665585,82.92903,69.86713,0.04255319,0.029126214,0.6796116,0.758,0,0,0,0,0,0,0
8.0,120.0,196.0,6.053663,24.066793,82.66396,69.81856,0.0661157,0.040609136,0.60913706,0.755,0,0,0,0,0,0,0
34.0,133.0,202.0,5.804799,15.314135,80.097115,74.82145,0.25373134,0.16748768,0.6551724,0.714,0,0,0,0,0,0,0
35.0,135.0,199.0,6.4007196,21.774668,80.54942,69.3963,0.25735295,0.175,0.675,0.792,0,0,0,0,0,0,0
16.0,140.0,199.0,5.953966,26.916248,80.76839,69.30927,0.11347517,0.08,0.7,0.702,0,0,0,0,0,0,0
8.0,136.0,201.0,5.609256,41.65603,82.22118,74.19665,0.05839416,0.03960396,0.6732673,0.665,0,0,0,0,0,1,0
25.0,129.0,195.0,5.7772713,17.986677,81.177124,72.37128,0.1923077,0.12755102,0.65816325,0.694,0,0,0,0,0,0,0
16.0,130.0,201.0,5.6823955,29.120338,82.79093,68.8503,0.122137405,0.07920792,0.64356434,0.681,0,0,0,0,0,0,0
39.0,129.0,203.0,5.8639965,34.389225,83.18393,71.030014,0.3,0.19117647,0.63235295,0.725,0,0,0,0,0,0,0
38.0,135.0,203.0,6.444373,41.361065,82.79783,69.921074,0.27941176,0.18627451,0.6617647,0.798,0,0,0,0,0,1,0
33.0,120.0,205.0,5.5508323,35.121582,82.268906,69.71519,0.27272728,0.16019417,0.5825243,0.691,0,0,0,0,0,1,0
35.0,125.0,204.0,6.107742,19.649178,80.15216,73.6953,0.2777778,0.17073171,0.6097561,0.794,0,0,0,0,0,0,0
1.0,132.0,200.0,5.6207457,16.278528,82.9427,66.57463,0.007518797,0.0049751243,0.6567164,0.657,0,0,0,0,0,0,0
39.0,140.0,203.0,6.349876,21.119036,80.633995,69.277794,0.27659574,0.19117647,0.6862745,0.799,0,0,0,0,0,0,0
28.0,140.0,202.0,6.484323,19.207771,82.90428,66.83114,0.19858156,0.13793103,0.6896552,0.785,0,0,0,0,0,0,0
6.0,128.0,200.0,5.8387485,25.963083,82.57813,70.317825,0.046511628,0.029850746,0.6368159,0.682,0,0,0,0,0,0,0
6.0,139.0,199.0,6.2909985,25.673851,81.621216,74.10919,0.042857144,0.03,0.695,0.756,0,0,0,0,0,0,0
29.0,122.0,196.0,5.6383286,41.948658,81.15595,73.06863,0.23577236,0.14720812,0.61928934,0.689,0,0,0,0,0,1,0
37.0,140.0,197.0,6.415556,11.189942,80.80843,66.34235,0.26241136,0.18686868,0.7070707,0.792,0,0,0,0,0,1,0
38.0,120.0,197.0,6.3237224,17.543829,82.94704,73.77064,0.3140496,0.1919192,0.6060606,0.794,0,0,0,0,0,0,0
38.0,140.0,198.0,5.75701,13.058098,80.28298,70.75633,0.26950353,0.19095477,0.7035176,0.712,0,0,0,0,0,1,0
14.0,121.0,203.0,6.1586895,9.724458,83.74766,74.46411,0.114754096,0.068627454,0.59313726,0.768,0,0,0,0,0,1,0
6.0,125.0,204.0,5.7335396,27.92005,82.932625,69.92093,0.04761905,0.029268293,0.6097561,0.673,0,0,0,0,0,0,0
32.0,138.0,197.0,5.9087243,9.535585,80.731125,69.441154,0.23021583,0.16161616,0.6969697,0.716,0,0,0,0,0,1,0
11.0,124.0,204.0,6.361141,13.429886,80.06634,71.40043,0.088,0.053658538,0.60487807,0.764,0,0,0,0,0,1,0
23.0,138.0,200.0,5.9653788,9.851243,80.22632,68.428024,0.16546762,0.11442786,0.6865672,0.713,0,0,0,0,0,1,0
40.0,140.0,201.0,6.4767575,24.97256,82.72829,66.700165,0.28368795,0.1980198,0.6930693,0.8,0,0,0,0,0,0,0
6.0,140.0,202.0,6.224543,27.237083,82.94573,70.42509,0.04255319,0.02955665,0.6896552,0.758,0,0,0,0,0,0,0
37.0,124.0,195.0,6.209928,18.70679,83.47953,66.59645,0.296,0.18877551,0.63265306,0.79,0,0,0,0,0,0,0
35.0,134.0,204.0,5.8411384,9.949929,82.55139,66.00818,0.25925925,0.17073171,0.6536585,0.718,0,0,0,0,0,1,0
119.0,25.0,51.0,6.2838182,26.473303,80.92255,53.657425,4.576923,2.2884614,0.48076922,0.619,0,0,0,0,0,0,0
119.0,19.0,55.0,6.818261,25.187801,83.44622,46.87421,5.95,2.125,0.3392857,0.586,0,0,0,0,0,0,1
105.0,30.0,50.0,6.376201,25.299547,81.775276,57.04147,3.387097,2.0588236,0.5882353,0.631,0,0,0,0,0,0,0
114.0,8.0,50.0,6.581588,24.746313,88.30866,57.95826,12.666667,2.235294,0.15686275,0.505,0,0,0,0,0,0,0
93.0,22.0,52.0,6.9327397,26.587406,81.32563,41.8754,4.0434785,1.754717,0.41509435,0.569,0,0,0,0,0,0,1
80.0,26.0,55.0,6.140099,24.534426,88.98927,49.116188,2.9629629,1.4285715,0.4642857,0.581,0,0,0,0,0,0,1
85.0,27.0,45.0,6.467096,26.071375,88.72857,57.796528,3.0357144,1.8478261,0.5869565,0.581,0,0,0,0,0,0,0
85.0,22.0,53.0,6.8494716,25.965342,89.77077,59.463387,3.6956522,1.574074,0.4074074,0.56,0,0,0,0,0,0,0
82.0,22.0,45.0,6.512196,26.223381,85.34866,54.601593,3.5652175,1.7826087,0.47826087,0.546,0,0,0,0,0,0,0
118.0,13.0,54.0,6.0395846,24.413118,89.81574,44.078434,8.428572,2.1454546,0.23636363,0.546,0,0,0,0,0,0,1
83.0,25.0,53.0,6.0576973,26.491953,80.04678,57.727993,3.1923077,1.537037,0.46296296,0.576,0,0,0,0,0,0,0
86.0,15.0,47.0,6.4238987,24.043558,84.18407,53.7893,5.375,1.7916666,0.3125,0.51,0,0,0,0,0,0,0
101.0,10.0,47.0,6.936998,25.54217,83.31883,57.573433,9.181818,2.1041667,0.20833333,0.498,0,0,0,0,0,0,0
119.0,9.0,50.0,6.2512865,26.745506,83.91959,40.794304,11.9,2.3333333,0.1764706,0.518,0,0,0,0,0,0,1
104.0,17.0,46.0,6.190016,25.713142,80.22973,43.08962,5.7777777,2.212766,0.3617021,0.544,0,0,0,0,0,0,1
95.0,12.0,51.0,6.681607,25.764843,84.1727,44.22067,7.3076925,1.8269231,0.23076923,0.508,0,0,0,0,0,0,1
102.0,14.0,52.0,6.51076,26.794899,89.648155,57.740917,6.8,1.9245284,0.26415095,0.53,0,0,0,0,0,0,0
109.0,21.0,55.0,6.770278,24.90046,89.735245,57.44942,4.9545455,1.9464285,0.375,0.586,0,0,0,0,0,0,0
81.0,18.0,50.0,6.429788,26.807507,88.22875,58.79889,4.263158,1.5882353,0.3529412,0.526,0,0,0,0,0,0,0
103.0,17.0,51.0,6.2098885,25.11189,80.026215,44.20657,5.7222223,1.9807693,0.32692307,0.549,0,0,0,0,0,0,1
105.0,14.0,50.0,6.419052,26.214884,87.6884,59.655907,7.0,2.0588236,0.27450982,0.531,0,0,0,0,0,0,0
97.0,8.0,52.0,6.2378616,24.910322,86.9719,49.485756,10.777778,1.8301886,0.1509434,0.486,0,0,0,0,0,0,1
120.0,19.0,49.0,6.7624717,25.794489,84.26831,56.452293,6.0,2.4,0.38,0.58,0,0,0,0,0,0,0
95.0,16.0,55.0,6.612848,25.269312,87.55055,40.126503,5.5882354,1.6964285,0.2857143,0.538,0,0,0,0,0,0,1
83.0,29.0,52.0,6.704689,25.764027,87.59311,46.051228,2.7666667,1.5660378,0.5471698,0.6,0,0,0,0,0,0,1
83.0,9.0,45.0,6.0496097,25.854836,89.13164,46.85177,8.3,1.8043479,0.19565217,0.466,0,0,0,0,0,0,1
91.0,21.0,50.0,6.76203,24.335281,81.4403,48.321136,4.1363635,1.7843137,0.4117647,0.558,0,0,0,0,0,0,1
116.0,5.0,54.0,6.6539874,25.376013,80.99313,57.230286,19.333334,2.1090908,0.09090909,0.494,0,0,0,0,0,0,0
112.0,28.0,54.0,6.7380304,24.860947,85.053185,55.295635,3.862069,2.0363636,0.5090909,0.632,0,0,0,0,0,0,0
88.0,29.0,51.0,6.09569,24.718855,88.94569,48.459785,2.9333334,1.6923077,0.5576923,0.605,0,0,0,0,0,0,1
118.0,15.0,45.0,6.5380063,24.214956,84.20577,48.011383,7.375,2.5652175,0.32608697,0.548,0,0,0,0,0,0,1
92.0,21.0,48.0,6.377427,25.816923,82.04326,54.829636,4.181818,1.8775511,0.42857143,0.556,0,0,0,0,0,0,0
106.0,14.0,45.0,6.4170117,24.470184,84.1639,57.26773,7.0666666,2.3043478,0.3043478,0.526,0,0,0,0,0,0,0
99.0,5.0,47.0,6.649087,24.130789,84.84495,51.194702,16.5,2.0625,0.104166664,0.464,0,0,0,0,0,0,0
98.0,8.0,51.0,6.259336,26.179346,86.52258,49.43051,10.888889,1.8846154,0.15384616,0.486,0,0,0,0,0,0,1
108.0,22.0,46.0,6.1211686,26.176687,86.72952,53.33485,4.695652,2.2978723,0.4680851,0.58,0,0,0,0,0,0,0
